epoch,learning_rate,loss,mae,relative_percent_error,val_loss,val_mae,val_relative_percent_error
0,9.999999747378752e-05,0.3179537355899811,0.031869906932115555,768.9803466796875,0.22768911719322205,0.0225597582757473,907.6143798828125
1,9.999999747378752e-05,0.18907108902931213,0.022990770637989044,669.3109741210938,0.1611928641796112,0.025193413719534874,866.59814453125
2,9.999999747378752e-05,0.14377465844154358,0.023160969838500023,664.1441650390625,0.12931041419506073,0.025927189737558365,904.4757080078125
3,9.999999747378752e-05,0.11853010207414627,0.023609232157468796,669.9102172851562,0.1091301366686821,0.02581886760890484,956.2047729492188
4,9.999999747378752e-05,0.1015193834900856,0.024073593318462372,674.1537475585938,0.09463109076023102,0.02492133341729641,891.3997192382812
5,9.999999747378752e-05,0.08879606425762177,0.02440451644361019,665.3168334960938,0.08343549817800522,0.025530314072966576,954.425537109375
6,9.999999747378752e-05,0.07876773178577423,0.024738626554608345,675.0551147460938,0.07449055463075638,0.028988633304834366,995.2305908203125
7,9.999999747378752e-05,0.07048444449901581,0.0248907171189785,669.645751953125,0.06679593771696091,0.02514610067009926,912.107421875
8,9.999999747378752e-05,0.06349389255046844,0.025078855454921722,680.6270141601562,0.06041673198342323,0.025710390880703926,858.2057495117188
9,9.999999747378752e-05,0.05754682421684265,0.025105644017457962,669.8488159179688,0.05497788265347481,0.027668625116348267,888.1536254882812
10,9.999999747378752e-05,0.05246976017951965,0.025194773450493813,676.0645751953125,0.050167784094810486,0.0248284712433815,891.953857421875
